,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域
54,卫星花园,66.5万,2室2厅1卫,84.2平米,7898元/平米,南北,高层,精装修,南关
55,亚泰樱花苑,115.5万,2室2厅1卫,90平米,12833元/平米,南北,中层,精装修,二道
56,万科蓝山,115万,2室1厅1卫,88平米,13068元/平米,南北,中层,精装修,二道
57,中信城中央公园别墅,480万,4室3厅5卫,208平米,23077元/平米,南,低层,豪华装修,净月
58,保利春天里,125万,2室2厅1卫,91平米,13736元/平米,南北,高层,精装修,高新
59,新兴红旗嘉园,138万,3室2厅1卫,143平米,9650元/平米,南北,中层,精装修,高新
0,保利罗兰香谷,160万,3室2厅2卫,137平米,11679元/平米,南北,高层,精装修,高新
1,钜城国际中心,125万,3室2厅1卫,107平米,11682元/平米,南北,低层,毛坯,南关
2,长春国际商务中心,53.8万,2室1厅1卫,62.36平米,8627元/平米,南北,中层,简装修,南关
3,首地首城,80万,2室2厅1卫,89.4平米,8949元/平米,南北,中层,精装修,经开
4,天旺名都,103万,2室2厅1卫,96平米,10729元/平米,南北,中层,简装修,高新
5,锦江花园二区,75.8万,2室2厅1卫,82平米,9244元/平米,南北,中层,豪华装修,绿园
6,荣盛花园,95万,2室2厅1卫,100平米,9500元/平米,南北,高层,精装修,二道
7,远洋戛纳小镇,245万,3室2厅2卫,137平米,17883元/平米,南北,高层,豪华装修,净月
8,保利春天里,150万,3室2厅2卫,121.72平米,12323元/平米,东,中层,暂无,高新
9,东岭南街警官公寓,66万,2室1厅1卫,80平米,8250元/平米,南北,高层,精装修,南关
10,中天北湾新城,116万,2室2厅1卫,91平米,12747元/平米,南北,低层,简装修,高新
11,亚泰梧桐公馆,90万,1室1厅1卫,85平米,10588元/平米,南,低层,精装修,二道
12,金达莱家园,79万,3室2厅1卫,98平米,8061元/平米,南北,高层,精装修,绿园
13,长铁柳影路花园小区,39.9万,2室1厅1卫,64.8平米,6157元/平米,南北,高层,简装修,宽城
14,中铁国际花园,112万,3室2厅2卫,118平米,9492元/平米,南北,低层,精装修,汽开
15,亚泰花园杏花苑,76.8万,2室2厅1卫,80平米,9600元/平米,南北,低层,精装修,二道
16,中海蘭庭,99万,2室2厅1卫,86.2平米,11485元/平米,南北,高层,精装修,高新
17,卓扬北湖湾,70万,2室2厅1卫,90平米,7778元/平米,南北,中层,毛坯,高新
18,金色8里城,63.5万,2室2厅1卫,68.65平米,9250元/平米,南北,中层,精装修,二道
19,领秀朝阳,45万,1室1厅1卫,50平米,9000元/平米,南,高层,简装修,朝阳
20,东安加州枫景,177万,3室2厅2卫,162平米,10926元/平米,东,高层,暂无,净月
21,中海寰宇天下,74万,2室2厅1卫,87.83平米,8425元/平米,南北,高层,毛坯,经开
22,新星宇和润,168万,3室2厅2卫,118.12平米,14223元/平米,南北,中层,精装修,南关
23,恒盛豪庭,150万,3室2厅1卫,128.8平米,11646元/平米,南北,高层,精装修,高新
24,省委党校宿舍,46.5万,1室1厅1卫,47平米,9894元/平米,东,高层,暂无,朝阳
25,亚泰杏花苑,99万,2室2厅1卫,96平米,10312元/平米,南北,低层,精装修,二道
26,至善小区,38万,1室1厅1卫,49.22平米,7720元/平米,南,中层,精装修,南关
27,国信南湖公馆,72.5万,1室1厅1卫,56平米,12946元/平米,南北,低层,中装修,朝阳
28,长春明珠,130万,3室2厅2卫,135平米,9630元/平米,南北,中层,精装修,南关
29,新星宇和源左岸二期,58万,2室1厅1卫,63.4平米,9148元/平米,南北,中层,精装修,高新
30,电力小区,49.5万,2室1厅1卫,56.32平米,8789元/平米,南北,中层,简装修,南关
31,融创上城,195万,3室2厅2卫,176.88平米,11024元/平米,南北,中层,精装修,高新
32,华宇花园,47万,2室1厅1卫,62平米,7581元/平米,南北,高层,中装修,朝阳
33,耶鲁印象,106.8万,2室1厅1卫,100.27平米,10651元/平米,南北,中层,精装修,经开
34,医大宿舍,86万,2室1厅1卫,59.7平米,14405元/平米,南北,高层,简装修,朝阳
35,亚泰华府,188万,3室2厅2卫,107.17平米,17542元/平米,南北,高层,毛坯,净月
36,航空家园,115万,3室2厅2卫,155平米,7419元/平米,南北,高层,精装修,南关
37,保利百合香湾,113万,2室2厅1卫,98平米,11531元/平米,南北,中层,精装修,二道
38,紫衫家园,119.9万,3室2厅2卫,180.53平米,6642元/平米,南北,中层,精装修,净月
39,力旺塞歌维亚,315万,3室3厅2卫,150平米,21000元/平米,东,低层,暂无,净月
40,松苑小区,98.5万,2室2厅1卫,103平米,9563元/平米,南北,中层,精装修,二道
41,御翠园别墅,320万,5室3厅5卫,227平米,14097元/平米,南,低层,毛坯,净月
42,天茂湖三期温莎园,315万,4室2厅2卫,185平米,17027元/平米,南北,中层,豪华装修,高新
43,通安小区,66万,2室2厅1卫,85平米,7765元/平米,南北,高层,精装修,二道
44,高新和園,220万,3室2厅2卫,146平米,15068元/平米,南北,低层,毛坯,高新
45,金祥奥邻郡,60万,2室2厅1卫,78.62平米,7632元/平米,南北,低层,精装修,汽开
46,中信城浅山,120万,2室2厅1卫,98.63平米,12167元/平米,东,高层,暂无,净月
47,丰和西郡,137万,3室1厅1卫,96平米,14271元/平米,东,高层,暂无,绿园
48,国信中央新城,118.8万,2室2厅1卫,110平米,10800元/平米,南北,低层,精装修,南关
49,亚泰梧桐公馆,98万,2室2厅2卫,131平米,7481元/平米,南北,高层,精装修,二道
50,绿地新里中央公馆,130万,2室2厅1卫,109.74平米,11846元/平米,南北,高层,精装修,南关
51,中航御湖天城,61.6万,2室2厅1卫,70平米,8800元/平米,南北,中层,毛坯,高新
52,东田青年城,80万,2室2厅2卫,105.13平米,7610元/平米,南,高层,简装修,宽城
53,证大清丰园,165万,3室2厅2卫,151平米,10927元/平米,南北,中层,精装修,宽城
54,西城国际公馆,46万,2室1厅1卫,70平米,6571元/平米,南北,高层,精装修,绿园
55,经开六区,78万,2室2厅1卫,117平米,6667元/平米,南北,中层,豪华装修,经开
56,展轮新世界,50万,1室1厅1卫,50平米,10000元/平米,南,高层,豪华装修,汽开
57,中海国际社区,318万,4室3厅3卫,135.45平米,23477元/平米,东,低层,暂无,净月
58,高新和園,500万,4室3厅3卫,260平米,19231元/平米,南北,低层,毛坯,高新
59,吉盛小区,51万,1室1厅1卫,54平米,9444元/平米,南,中层,精装修,二道
0,天富御苑,43万,2室1厅1卫,66平米,6515元/平米,南,中层,精装修,二道
1,万通花园A区,37.8万,2室1厅1卫,55平米,6873元/平米,南北,高层,精装修,二道
2,中国铁建西派府,147.97万,3室2厅2卫,123.33平米,11998元/平米,南北,中层,豪华装修,经开
3,亚泰梧桐公馆,76万,2室1厅1卫,80平米,9500元/平米,南,中层,精装修,二道
4,红苹果家园,88万,2室2厅1卫,110平米,8000元/平米,南北,中层,简装修,高新
5,吉粮康郡,130万,2室2厅1卫,103.84平米,12519元/平米,南北,低层,精装修,绿园
6,丰和西郡,138万,2室1厅1卫,95.25平米,14488元/平米,南,中层,精装修,绿园
7,恒盛豪庭,110万,2室2厅1卫,92平米,11957元/平米,南北,高层,精装修,高新
8,中海净月华庭,98万,2室2厅1卫,87平米,11264元/平米,南北,中层,毛坯,净月
9,领秀朝阳,120万,2室2厅1卫,107平米,11215元/平米,南北,中层,精装修,朝阳
10,万科城市之光,100万,2室2厅1卫,106平米,9434元/平米,南北,中层,毛坯,绿园
11,枫林园,88万,2室2厅1卫,95平米,9263元/平米,南北,中层,简装修,二道
12,新奥蓝城,175万,3室2厅2卫,136平米,12868元/平米,南北,高层,精装修,绿园
13,枫林园,87万,2室2厅1卫,95平米,9158元/平米,南北,中层,豪华装修,二道
14,万科城,110万,2室2厅1卫,90.54平米,12149元/平米,南北,高层,精装修,净月
15,恒大名都,89万,2室2厅1卫,100平米,8900元/平米,南北,中层,精装修,高新
16,万龙台北明珠,23万,1室1厅1卫,38平米,6053元/平米,南北,高层,毛坯,宽城
17,松苑小区,72万,2室1厅1卫,86平米,8372元/平米,南北,高层,精装修,二道
18,锦绣东方,88万,2室2厅1卫,95平米,9263元/平米,南北,低层,精装修,经开
19,亚泰花园桃花苑,86万,2室2厅1卫,102平米,8431元/平米,南北,高层,精装修,二道
20,天富家园,88万,2室2厅1卫,92平米,9565元/平米,南北,中层,精装修,二道
21,中金名筑,63万,2室1厅1卫,66平米,9545元/平米,南,低层,精装修,南关
22,月伴林湾,128万,3室2厅2卫,133平米,9624元/平米,南北,中层,豪华装修,经开
23,牡丹街电信宿舍,85万,2室2厅1卫,89平米,9551元/平米,南北,高层,简装修,朝阳
24,保利春天里,100万,2室2厅1卫,92平米,10870元/平米,南北,低层,精装修,高新
25,万科柏翠园,420万,4室2厅2卫,202.54平米,20737元/平米,南北,低层,简装修,朝阳
26,中冶蓝城,74万,2室1厅1卫,88平米,8409元/平米,南北,低层,简装修,宽城
27,丰和日丽,88万,1室1厅1卫,59.5平米,14790元/平米,南北,中层,豪华装修,绿园
28,怡景阳光,108万,2室2厅1卫,86.37平米,12504元/平米,南北,中层,精装修,经开
29,亚泰杏花苑,42.8万,2室1厅1卫,45平米,9511元/平米,南,中层,精装修,二道
30,像素公园,82.3万,2室1厅1卫,97.82平米,8413元/平米,南北,高层,精装修,经开
31,东方嘉园,71万,3室2厅2卫,89.23平米,7957元/平米,南北,低层,精装修,绿园
32,亚泰杏花苑,156万,3室2厅2卫,145平米,10759元/平米,南北,低层,豪华装修,二道
33,丰和日丽,118万,3室2厅2卫,108.88平米,10838元/平米,东,高层,暂无,绿园
34,万龙北斗星城,41.5万,1室1厅1卫,37.48平米,11073元/平米,南,低层,精装修,宽城
35,中铁国际花园,168万,4室2厅2卫,167.97平米,10002元/平米,东,高层,暂无,汽开
36,伟业星城,55万,2室1厅2卫,45.96平米,11967元/平米,南北,高层,精装修,朝阳
37,万龙丽水湾,115万,2室2厅1卫,89平米,12921元/平米,南北,高层,精装修,高新
38,万通维多利亚湾,45万,2室1厅1卫,53平米,8491元/平米,南北,高层,精装修,二道
39,万通花园,63万,2室2厅1卫,72.55平米,8684元/平米,南北,中层,精装修,二道
40,钻石礼都,74.8万,2室2厅1卫,92平米,8130元/平米,南北,低层,豪华装修,宽城
41,中海净月华庭,115万,2室2厅1卫,82平米,14024元/平米,南北,低层,精装修,净月
42,星宇西区,38万,1室1厅1卫,48.19平米,7885元/平米,南,高层,简装修,绿园
43,恒大名都,88万,2室2厅1卫,99.4平米,8853元/平米,南北,高层,豪华装修,高新
44,嘉柏湾,55万,2室1厅1卫,67平米,8209元/平米,南北,中层,精装修,经开
45,天富北苑,85万,2室2厅1卫,90平米,9444元/平米,南北,高层,精装修,二道
46,天一大众人家,88.8万,2室2厅1卫,115平米,7722元/平米,南北,中层,精装修,汽开
47,御翠园别墅,999万,5室3厅5卫,470平米,21255元/平米,南,低层,简装修,净月
48,证大清华园,113万,2室2厅1卫,88平米,12841元/平米,南北,低层,精装修,宽城
49,万盛东城,71万,2室2厅1卫,93平米,7634元/平米,南北,低层,精装修,经开
50,中冶蓝城,106万,2室2厅1卫,93.3平米,11361元/平米,南北,低层,豪华装修,宽城
51,新星宇之洲,135万,2室2厅1卫,103.76平米,13011元/平米,东,高层,暂无,南关
52,御景名都,70万,2室2厅1卫,82平米,8537元/平米,南北,高层,精装修,二道
53,安华美郡,64万,2室2厅1卫,76平米,8421元/平米,南北,中层,精装修,经开
54,东安开运福里,80万,2室1厅1卫,96平米,8333元/平米,南北,中层,精装修,朝阳
55,中天北湾新城,56万,1室1厅1卫,89平米,6292元/平米,南北,中层,精装修,高新
56,亚泰梧桐公馆,110万,3室2厅1卫,121.75平米,9035元/平米,南北,中层,精装修,二道
57,东方万达城,190万,4室2厅2卫,205平米,9268元/平米,南北,高层,精装修,经开
58,德展长春印,78万,2室1厅1卫,93平米,8387元/平米,南北,高层,精装修,二道
59,大禹城邦一期,278万,5室3厅3卫,228平米,12193元/平米,东,低层,暂无,朝阳
0,国信御湖公馆,220万,3室2厅2卫,133平米,16541元/平米,南北,高层,精装修,南关
1,亚泰杏花苑,56.5万,2室2厅1卫,62平米,9113元/平米,西,低层,精装修,二道
2,松苑小区,89万,2室2厅1卫,115.1平米,7732元/平米,南北,中层,精装修,二道
3,一汽18街区,42万,2室1厅1卫,53平米,7925元/平米,南北,低层,豪华装修,汽开
4,万嘉花园二期,53.9万,2室1厅1卫,65.2平米,8267元/平米,南北,高层,精装修,绿园
5,吉大南校剑桥园,78万,2室2厅1卫,100平米,7800元/平米,南北,低层,简装修,高新
6,力旺美林,137万,3室2厅1卫,109.78平米,12480元/平米,南北,低层,毛坯,南关
7,中天北湾新城,90万,2室2厅1卫,83平米,10843元/平米,南北,高层,精装修,高新
8,锦绣东方,74.8万,2室2厅1卫,79.93平米,9358元/平米,南北,中层,精装修,经开
9,君地天城,88.8万,2室1厅1卫,90平米,9867元/平米,南北,中层,豪华装修,汽开
10,中海国际社区,240万,4室3厅2卫,142平米,16901元/平米,南北,高层,豪华装修,净月
11,万科柏翠园,360万,4室2厅2卫,177平米,20339元/平米,东,高层,暂无,朝阳
12,中海蘭庭,150万,3室2厅2卫,122.75平米,12220元/平米,南北,低层,精装修,高新
13,园丁花园,75万,2室2厅1卫,103.69平米,7233元/平米,南北,中层,精装修,净月
14,一品红城,86万,2室1厅1卫,58平米,14828元/平米,南北,高层,豪华装修,朝阳
15,金阳万田,33万,1室1厅1卫,43平米,7674元/平米,南,中层,精装修,宽城
16,怡众名城,160万,3室2厅1卫,133平米,12030元/平米,南北,低层,精装修,高新
17,宇都和源,88万,2室2厅1卫,85.1平米,10341元/平米,南北,高层,毛坯,高新
18,亚泰梧桐公馆,82万,2室1厅1卫,77平米,10649元/平米,南北,中层,简装修,二道
19,都市邻里,95万,2室2厅1卫,87.15平米,10901元/平米,南北,低层,毛坯,经开
20,龙泰檀香苑,41.8万,1室1厅1卫,42平米,9952元/平米,南,中层,精装修,宽城
21,四分局水利设计院宿舍,165万,2室2厅1卫,111.22平米,14835元/平米,南北,中层,豪华装修,朝阳
22,水乡人家,86万,2室2厅1卫,98.95平米,8691元/平米,南北,低层,精装修,净月
23,恒大名都,133万,3室2厅2卫,150平米,8867元/平米,南北,高层,豪华装修,高新
24,世外桃园,116万,4室2厅1卫,141平米,8227元/平米,南北,中层,精装修,净月
25,恒大绿洲,270万,4室2厅3卫,282平米,9574元/平米,南北,高层,精装修,高新
26,,,,,,,,,
27,中海蘭庭,109万,2室2厅1卫,93.97平米,11599元/平米,东,高层,暂无,高新
28,锦江花园五区,122万,2室2厅2卫,120平米,10167元/平米,南北,中层,精装修,绿园
29,卓扬北湖湾,78万,2室2厅1卫,107.05平米,7286元/平米,南北,中层,精装修,高新
30,钻石城,78万,2室2厅1卫,90平米,8667元/平米,南北,中层,精装修,二道
31,安华美域,90万,2室2厅1卫,108平米,8333元/平米,南北,中层,精装修,经开
32,嘉元十方界,48万,2室1厅1卫,59.34平米,8089元/平米,南,高层,豪华装修,二道
33,阳光华尔兹,97.8万,2室2厅1卫,95平米,10295元/平米,南北,高层,中装修,二道
34,钻石城,80万,2室1厅1卫,87.3平米,9164元/平米,南北,中层,简装修,二道
35,华润橡树湾,188万,4室2厅2卫,160平米,11750元/平米,南北,高层,毛坯,南关
36,东安加州枫景,148万,3室2厅1卫,105平米,14095元/平米,南北,中层,精装修,净月
37,安华美郡,78.8万,2室2厅1卫,82平米,9610元/平米,南北,低层,精装修,经开
38,华宇花园,126万,3室2厅2卫,150.28平米,8384元/平米,南北,低层,精装修,朝阳
39,恒大名都,142万,3室2厅2卫,143.58平米,9890元/平米,南北,中层,豪华装修,高新
40,东田青年城,60万,2室1厅1卫,64.12平米,9357元/平米,南,中层,精装修,宽城
41,英伦小镇,39万,1室1厅1卫,52平米,7500元/平米,南,中层,毛坯,宽城
42,万龙台北明珠,27万,1室1厅1卫,36平米,7500元/平米,南,中层,精装修,宽城
43,圣世金鼎城,105万,2室2厅1卫,91.44平米,11483元/平米,南北,中层,精装修,南关
44,新星宇之洲,145万,3室2厅2卫,128.01平米,11327元/平米,东,高层,暂无,南关
45,亚泰桂花苑,55.6万,2室1厅1卫,50平米,11120元/平米,南,低层,精装修,二道
46,集安小区,88万,2室1厅1卫,106平米,8302元/平米,南北,高层,精装修,朝阳
47,后现代橙,66万,1室1厅1卫,60平米,11000元/平米,南,中层,简装修,宽城
48,领秀蓝珀湖,96万,2室2厅1卫,88.42平米,10857元/平米,东,低层,简装修,高新
49,万通花园A区,64万,2室2厅1卫,80平米,8000元/平米,南北,中层,精装修,二道
